gitOutlet_ID,volume_mean,volume_sum,transactions,Potential_Target,target,Outlet_ID,Latitude,Longitude,nearby_schools
OUT_00036,61.80783284668817,5748.128454742,93,290.4506957399999,290.4506957399999,OUT_00036,7.170262,79.919272,5
OUT_00037,75.34281264814142,7458.938452166,99,320.39793332999994,320.39793332999994,OUT_00037,6.870533,79.834042,5
OUT_00038,74.70458474515463,7246.34472028,97,300.67323734,300.67323734,OUT_00038,6.814275,79.852486,5
OUT_00039,57.294347169732674,5786.729064143,101,240.3044477,240.3044477,OUT_00039,7.198127,80.089626,5
OUT_00040,60.12059011425,6012.059011425,100,197.6110297199998,197.6110297199998,OUT_00040,6.869515,79.904763,5
OUT_00041,65.42134279723913,6018.763537346,92,244.64450269,244.64450269,OUT_00041,7.021016,79.825242,5
OUT_00042,71.83470880761467,7829.98326003,109,290.76411138,290.76411138,OUT_00042,6.886141,80.08204,5
OUT_00043,55.16107990880612,5405.785831063,98,273.5541478999998,273.5541478999998,OUT_00043,6.942807,79.934527,5
OUT_00044,55.83309663835238,5862.475147027,105,192.24510922,192.24510922,OUT_00044,6.946947,79.853647,5
OUT_00045,64.61978546081133,6849.697258846,106,264.2617427,264.2617427,OUT_00045,6.97127,79.952644,5
OUT_00046,74.31767509246835,5871.096332305,79,294.61939912,294.61939912,OUT_00046,7.189446,79.946023,5
OUT_00047,63.28079574978641,6517.921962228,103,276.2736082099997,276.2736082099997,OUT_00047,6.988452,79.947755,5
OUT_00048,79.01151441105715,8296.209013161,105,307.66016404,307.66016404,OUT_00048,6.712158,79.993642,5
OUT_00049,60.771395052061855,5894.82532005,97,271.4394652999995,271.4394652999995,OUT_00049,6.83978,80.065048,5
OUT_00050,61.68877025187931,7155.897349218,116,289.4330139,289.4330139,OUT_00050,6.976382,79.971688,5
OUT_00051,61.73960398047917,5927.001982126,96,274.73026407500004,274.73026407500004,OUT_00051,6.834237,79.945584,5
OUT_00052,68.87873507938775,6750.11603778,98,313.654863205,313.654863205,OUT_00052,7.048015,79.971018,5
OUT_00053,65.37133632314,6537.133632314,100,300.999304405,300.999304405,OUT_00053,6.770042,79.955499,5
OUT_00054,66.68896164577143,7002.340972806,105,313.24643578,313.24643578,OUT_00054,7.051242,79.907847,5
OUT_00055,64.1472220072381,6735.45831076,105,260.4072022,260.4072022,OUT_00055,7.133536,80.073972,5
OUT_00056,52.59216323268687,5206.624160036,99,114.8155313599998,114.8155313599998,OUT_00056,7.024982,80.01059,5
OUT_00057,61.10152905740708,6904.472783487,113,288.99115518,288.99115518,OUT_00057,6.887791,79.828195,5
OUT_00058,62.40158363835537,7550.591620241,121,268.1873867,268.1873867,OUT_00058,6.777521,80.094552,5
OUT_00059,63.0312050926281,7626.775816208,121,287.7885641,287.7885641,OUT_00059,6.718674,80.04678,5
OUT_00060,70.25892594134783,6463.821186604,92,281.78892345500003,281.78892345500003,OUT_00060,7.113935,79.881463,5
OUT_00061,71.64360989847826,6591.21211066,92,333.872357315,333.872357315,OUT_00061,6.905677,80.009854,5
OUT_00062,59.63471127415151,5903.836416141,99,309.72654200999995,309.72654200999995,OUT_00062,6.720534,79.919646,5
OUT_00063,61.83044546349074,6677.688110057,108,283.55091128999953,283.55091128999953,OUT_00063,6.792167,79.824262,5
OUT_00064,64.62726332448113,6850.489912395,106,312.91284017500004,312.91284017500004,OUT_00064,6.786647,79.846931,5
OUT_00065,70.33660697287233,6611.64105545,94,323.22779140999995,323.22779140999995,OUT_00065,7.030099,79.88398,5
OUT_00066,63.75013028627272,7012.51433149,110,301.295316945,301.295316945,OUT_00066,7.00586,79.92588,5
OUT_00067,67.22914633225962,6991.831218555,104,281.1269300799999,281.1269300799999,OUT_00067,6.87094,79.82754,5
OUT_00068,57.37234117504425,6483.07455278,113,235.91200761999957,235.91200761999957,OUT_00068,6.787665,79.805148,5
OUT_00069,62.15978463762766,5843.019755937,94,290.77570914499995,290.77570914499995,OUT_00069,6.932337,79.994932,5
OUT_00070,70.5989696475042,8401.277388053,119,297.73108128,297.73108128,OUT_00070,6.722652,79.912384,5
OUT_00071,68.08253486692249,8782.646997833,129,319.16408696,319.16408696,OUT_00071,6.969689,80.005189,5
OUT_00072,67.4514091808584,7622.009237437,113,279.97073098,279.97073098,OUT_00072,7.100475,80.003151,5
OUT_00073,69.31838447291453,8110.250983331,117,297.60688639999995,297.60688639999995,OUT_00073,6.972808,80.082439,5
OUT_00074,69.32026111776415,7347.947678483,106,295.60549560000004,295.60549560000004,OUT_00074,6.803342,79.882188,5
OUT_00075,56.15643327520168,6682.615559749,119,217.47271301,217.47271301,OUT_00075,7.041503,79.821357,5
OUT_00076,68.15943791614815,7361.219294944,108,359.2725470299998,359.2725470299998,OUT_00076,7.107234,79.884556,5
OUT_00077,70.62892703739604,7133.521630777,101,308.725839,308.725839,OUT_00077,7.138736,80.020521,5
OUT_00078,84.62242552057852,10239.31348799,121,316.5425138,316.5425138,OUT_00078,6.911735,79.970556,5
OUT_00079,61.85588519169608,6309.300289553,102,294.0377917349999,294.0377917349999,OUT_00079,6.886009,80.032924,5
OUT_00080,63.64679368779699,8465.023560477,133,301.19736091999977,301.19736091999977,OUT_00080,6.914497,80.025261,5
OUT_00081,67.12075117319588,6510.7128638,97,314.8560956999999,314.8560956999999,OUT_00081,6.952626,80.047937,5
OUT_00082,71.15792642417172,7044.634715993,99,299.1807782799999,299.1807782799999,OUT_00082,6.705419,80.071615,5
OUT_00083,66.144723696,5820.735685248,88,294.7672165899998,294.7672165899998,OUT_00083,6.986719,79.989551,5
OUT_00084,57.149827528657895,6515.080338267,114,209.30964926,209.30964926,OUT_00084,7.036259,80.025712,5
OUT_00085,65.89529255821,6589.529255821,100,216.18778763999973,216.18778763999973,OUT_00085,7.165465,80.092274,5
OUT_00086,59.47997106636667,7137.596527964,120,256.68860368,256.68860368,OUT_00086,7.143852,79.905275,5
OUT_00087,72.09521952531034,8363.045464936,116,302.766542475,302.766542475,OUT_00087,7.118482,80.060061,5
OUT_00088,73.28564055184297,8867.562506773,121,292.3390725,292.3390725,OUT_00088,6.898326,80.067569,5
OUT_00089,67.26007481092157,6860.527630714,102,294.49419857499976,294.49419857499976,OUT_00089,6.990653,80.058942,5
OUT_00090,54.53787068016072,6108.241516178,112,281.23420020499987,281.23420020499987,,,,5
OUT_00091,67.13811040867272,7385.192144954,110,287.8780445,287.8780445,OUT_00091,6.888994,80.011525,5
OUT_00092,64.75977325723078,6735.016418752,104,281.0615952499999,281.0615952499999,OUT_00092,6.946313,79.803406,5
OUT_00093,71.79372919904839,8902.422420682,124,308.7985017,308.7985017,OUT_00093,7.111395,80.023263,5
OUT_00094,58.32163983364341,7523.49153854,129,279.07446542,279.07446542,OUT_00094,6.887435,79.885714,5
OUT_00095,72.34651479737255,7379.344509332,102,307.7998880499997,307.7998880499997,OUT_00095,7.18895,79.966802,5
OUT_00096,71.88549701196581,8410.6031504,117,324.1981470799999,324.1981470799999,OUT_00096,7.196482,79.822139,5
OUT_00097,74.58659959908402,8875.805352291,119,315.42435371,315.42435371,OUT_00097,6.783108,79.865043,5
OUT_00098,63.94705399462185,7609.69942536,119,266.33510324,266.33510324,OUT_00098,6.892101,80.02113,5
OUT_00099,66.28365722474757,6827.216694149,103,295.8746600999999,295.8746600999999,OUT_00099,6.927828,79.98604,5
OUT_00100,66.87277375924731,6219.16795961,93,308.8178209999999,308.8178209999999,OUT_00100,6.814697,79.879781,5
OUT_00101,72.19550982062499,8663.461178475,120,311.83881272,311.83881272,OUT_00101,7.049081,79.960829,5
OUT_00102,66.8256330820339,7885.42470368,118,297.83411083999994,297.83411083999994,OUT_00102,6.766593,79.82286,5
OUT_00103,61.23942048709375,7838.645822348,128,303.5498796249997,303.5498796249997,OUT_00103,7.006708,79.925473,5
OUT_00104,59.24433455898148,6398.38813237,108,282.6998016199996,282.6998016199996,OUT_00104,6.713183,79.912939,5
OUT_00105,70.2496548865,9272.954445018,132,313.2541075849998,313.2541075849998,OUT_00105,6.997065,79.914267,5
OUT_00106,71.34409093726363,7847.850003099,110,323.924256565,323.924256565,OUT_00106,6.731756,79.811047,5
OUT_00107,77.753946136625,9330.473536395,120,320.39873887499994,320.39873887499994,OUT_00107,7.045857,79.960304,5
OUT_00108,67.45225277517856,7554.65231082,112,312.9886524999999,312.9886524999999,OUT_00108,7.084494,80.08343,5
OUT_00109,68.64999447720409,6727.699458766,98,254.68334640999976,254.68334640999976,OUT_00109,6.76458,80.086215,5
OUT_00110,58.99491497698058,6076.476242629,103,275.2993378899996,275.2993378899996,OUT_00110,6.879081,79.834067,5
OUT_00111,72.27887211824527,7661.560444533999,106,334.182067775,334.182067775,OUT_00111,6.960082,80.055654,5
OUT_00112,74.0377361605641,8662.415130786,117,309.5653704399999,309.5653704399999,OUT_00112,7.095909,79.976987,5
OUT_00113,77.00319012805085,9086.37643511,118,309.141088075,309.141088075,OUT_00113,7.019681,80.041513,5
OUT_00114,63.36697476527083,6083.229577466,96,288.690316825,288.690316825,OUT_00114,7.004044,79.990993,5
OUT_00115,63.00129940686,6300.129940686,100,280.08715153,280.08715153,OUT_00115,6.973723,79.935273,5
OUT_00116,69.79263100108182,7677.189410119,110,313.46141976,313.46141976,OUT_00116,7.048821,80.038942,5
OUT_00117,73.83860000438793,8565.277600509,116,322.57332510000003,322.57332510000003,OUT_00117,6.829122,79.937741,5
OUT_00118,75.20335950885999,7520.335950885999,100,317.963093375,317.963093375,OUT_00118,6.804565,79.973895,5
OUT_00119,63.645224774271846,6555.45815175,103,277.35842217,277.35842217,OUT_00119,6.992383,79.92009,5
OUT_00120,64.00629383427523,6976.686027936,109,300.6415278399999,300.6415278399999,OUT_00120,7.033779,79.851696,5
OUT_00121,79.00582844336842,7505.55370212,95,323.24762489,323.24762489,OUT_00121,6.839295,79.853103,5
OUT_00122,64.56213105386087,7424.645071194,115,297.18758329,297.18758329,OUT_00122,6.877996,80.068265,5
OUT_00123,59.00821492728704,6372.887212147,108,242.54422027499945,242.54422027499945,OUT_00123,6.719656,80.039823,5
OUT_00124,67.04802567222222,6034.3223105,90,284.36999423500004,284.36999423500004,OUT_00124,6.778489,79.913186,5
OUT_00125,60.03738395572727,6604.11223513,110,275.6211040849999,275.6211040849999,OUT_00125,6.998639,80.095877,5
OUT_00126,77.1897765386598,7487.40832425,97,318.24586904,318.24586904,OUT_00126,7.079978,79.95938,5
OUT_00127,71.94199285057142,7553.90924931,105,302.38502132,302.38502132,OUT_00127,6.826218,80.014005,5
OUT_00128,66.5853578995,7990.24294794,120,277.63203475,277.63203475,OUT_00128,6.715236,80.060164,5
OUT_00129,62.32406372388182,6855.647009627,110,291.41446141999995,291.41446141999995,OUT_00129,7.068703,79.854685,5
OUT_00130,71.4463162514804,7287.524257651,102,303.87662483499986,303.87662483499986,OUT_00130,6.967668,79.869965,5
OUT_00131,72.26938974266666,9756.36761526,135,313.63722126,313.63722126,OUT_00131,7.094586,79.949533,5
OUT_00132,57.44015860033058,6950.25919064,121,266.5065993,266.5065993,OUT_00132,6.978871,79.975961,5
OUT_00133,60.47989194200909,6652.788113621,110,257.51510834,257.51510834,OUT_00133,7.022959,79.971233,5
OUT_00134,63.48951564628572,6221.972533336,98,294.11298373999995,294.11298373999995,OUT_00134,6.818613,79.830535,5
OUT_00135,76.00039866021052,7220.037872719999,95,321.21661643,321.21661643,OUT_00135,6.793284,79.885529,5
OUT_00136,58.25224053142857,6932.01662324,119,267.68287690999995,267.68287690999995,OUT_00136,6.962256,79.923119,5
OUT_00137,72.76359738730434,8367.81369954,115,304.16523589,304.16523589,OUT_00137,7.158698,79.80159,5
OUT_00138,70.11652834052083,6731.18672069,96,279.29377975,279.29377975,OUT_00138,7.110431,80.015537,5
OUT_00139,70.51350265791304,8109.05280566,115,332.80632577999995,332.80632577999995,OUT_00139,7.084746,79.856113,5
OUT_00140,66.94736078918181,5891.367749448,88,303.72580291,303.72580291,OUT_00140,7.068124,79.958952,5
OUT_00141,69.41479239052212,7843.871540129,113,329.24215742,329.24215742,OUT_00141,6.990619,79.846309,5
OUT_00142,58.68875216640708,6631.828994804,113,291.40378561999995,291.40378561999995,OUT_00142,6.868302,79.840324,5
OUT_00143,65.68237300670454,5780.04882459,88,286.26719380999987,286.26719380999987,OUT_00143,7.042286,79.82636,5
OUT_00144,79.15497142312728,8707.046856544,110,325.84540721,325.84540721,OUT_00144,6.997819,79.941473,5
OUT_00145,62.8010200265625,6028.89792255,96,303.3332396,303.3332396,OUT_00145,7.125364,80.023792,5
OUT_00146,67.95439166050848,8018.61821594,118,316.73946811499974,316.73946811499974,OUT_00146,6.802501,79.913769,5
OUT_00147,63.95269908613636,7034.796899475,110,297.176669975,297.176669975,OUT_00147,7.120914,79.841932,5
OUT_00148,59.78185766628866,5798.84019363,97,289.98509482,289.98509482,OUT_00148,7.112566,79.855921,5
OUT_00149,44.82019802678334,5378.423763214,120,117.00236087499997,117.00236087499997,OUT_00149,6.879415,80.06316,5
OUT_00150,59.36227609162791,7657.73361582,129,270.6756627,270.6756627,OUT_00150,7.056891,80.0699,5
OUT_00151,72.92122997103306,8823.468826495,121,309.7345845,309.7345845,OUT_00151,6.988743,79.906609,5
OUT_00152,80.50355760826787,9016.398452126,112,320.68654720499995,320.68654720499995,OUT_00152,6.971425,79.929458,5
OUT_00153,62.76532267011628,5397.81774963,86,316.29466567500003,316.29466567500003,OUT_00153,6.769636,80.038208,5
OUT_00154,63.48966306053333,5714.069675448,90,281.46845109,281.46845109,OUT_00154,7.094299,79.845502,5
OUT_00155,62.479102989359646,7122.617740787,114,271.75938971,271.75938971,OUT_00155,6.771564,79.861363,5
OUT_00156,62.49463373736135,7436.861414746,119,285.82800848,285.82800848,OUT_00156,6.871041,80.046377,5
OUT_00157,64.6389809716129,6011.42523036,93,298.00792116,298.00792116,OUT_00157,6.898644,80.039189,5
OUT_00158,56.67529661741072,6347.63322115,112,263.57443152999986,263.57443152999986,OUT_00158,7.060018,79.992344,5
OUT_00159,62.63067382346602,6450.959403817,103,294.85879948,294.85879948,OUT_00159,6.999515,80.04804,5
OUT_00160,53.42127168645133,6036.603700569,113,196.70780871999972,196.70780871999972,OUT_00160,6.900426,79.938602,5
OUT_00161,72.22529683423863,6355.826121413,88,302.50407691,302.50407691,OUT_00161,6.769558,79.830238,5
OUT_00162,57.99981463637256,5915.98109291,102,257.99747287499923,257.99747287499923,OUT_00162,6.751106,80.075625,5
OUT_00163,73.43216249257426,7416.64841175,101,320.5687348,320.5687348,OUT_00163,6.77627,79.972887,5
OUT_00164,67.62806002568628,6898.06212262,102,271.7034190249994,271.7034190249994,OUT_00164,7.167184,80.077671,5
OUT_00165,62.62860281741964,7014.403515551,112,304.4797028199998,304.4797028199998,OUT_00165,7.119449,79.837399,5
OUT_00166,66.98670961318182,7368.538057449999,110,289.77091474,289.77091474,OUT_00166,6.995638,79.919701,5
OUT_00167,73.63237165362712,8688.619855128,118,316.4785875449998,316.4785875449998,OUT_00167,7.093895,79.981116,5
OUT_00168,66.96749741452,8370.937176815,125,251.36437538,251.36437538,OUT_00168,7.16148,79.93971,5
OUT_00169,64.36265266992727,7079.891793692,110,299.745711645,299.745711645,OUT_00169,6.716423,80.073825,5
OUT_00170,64.77425953822882,7643.362625511,118,275.51018164999994,275.51018164999994,OUT_00170,6.71694,79.893442,5
OUT_00171,56.99965469484946,5300.967886621,93,271.4688406599997,271.4688406599997,,,,5
OUT_00172,60.88064358382178,6148.945001966,101,274.7697717,274.7697717,OUT_00172,6.978653,80.05819,5
OUT_00173,66.54193454952001,6654.193454952,100,303.23907345,303.23907345,OUT_00173,6.997693,79.820123,5
OUT_00174,62.58201544051111,5632.381389646,90,287.743797415,287.743797415,OUT_00174,6.80257,79.857206,5
OUT_00175,59.59133401485124,7210.551415797,121,263.437313,263.437313,OUT_00175,6.732854,80.032658,5
OUT_00176,58.14908777181819,6396.3996549,110,249.18895238499977,249.18895238499977,OUT_00176,6.940544,79.949104,5
OUT_00177,79.03807338969388,7745.73119219,98,297.11356195,297.11356195,OUT_00177,6.737752,80.025974,5
OUT_00178,58.0825515019685,7376.48404075,127,183.13142858,183.13142858,OUT_00178,7.100375,80.093679,5
OUT_00179,67.30598579175823,6124.84470705,91,292.79040875,292.79040875,OUT_00179,6.975861,79.876167,5
OUT_00180,59.792729649528304,6338.02934285,106,260.7495951,260.7495951,OUT_00180,6.869636,79.970833,5
OUT_00181,70.27913503313725,7168.47177338,102,308.6193069549998,308.6193069549998,OUT_00181,7.102657,80.096619,5
OUT_00182,63.56035989214036,7245.881027704,114,271.07291397,271.07291397,OUT_00182,7.034043,79.861495,5
OUT_00183,59.41552701645946,6595.123498827,111,231.82454315,231.82454315,OUT_00183,6.742754,79.862366,5
OUT_00184,61.23139774326733,6184.37117207,101,249.7171372,249.7171372,OUT_00184,6.910712,80.067802,5
OUT_00185,76.88310597059048,8072.726126912,105,312.1141107,312.1141107,OUT_00185,7.112554,79.908918,5
OUT_00186,66.93980176627083,6426.220969562,96,292.788716,292.788716,OUT_00186,7.086917,79.908827,5
OUT_00187,65.52449874618095,6880.072368349,105,260.73589855999995,260.73589855999995,OUT_00187,7.089879,79.834271,5
OUT_00188,70.68690671222548,7210.064484646999,102,320.25771391999984,320.25771391999984,OUT_00188,6.942389,79.953737,5
OUT_00189,72.0042090509,6480.378814581,90,328.7573724299999,328.7573724299999,OUT_00189,6.828944,79.841807,5
OUT_00190,72.3866010125283,7672.979707328,106,307.1837783,307.1837783,OUT_00190,6.78584,79.881692,5
OUT_00191,71.26976304963954,6129.199622269,86,290.24108175000003,290.24108175000003,OUT_00191,7.107527,79.949427,5
OUT_00192,72.85315202688659,7066.755746608,97,319.27028018,319.27028018,OUT_00192,7.114871,79.861926,5
OUT_00193,68.60539121216,8575.67390152,125,312.83692656,312.83692656,OUT_00193,7.136945,79.979224,5
OUT_00194,62.93677021082178,6356.613791293,101,279.5461669,279.5461669,OUT_00194,7.157206,79.925631,5
OUT_00195,57.13514954884158,5770.650104433,101,289.2651175,289.2651175,OUT_00195,6.783142,80.02141,5
OUT_00196,57.01193236942574,5758.205169312,101,269.4364023,269.4364023,OUT_00196,6.894648,79.886608,5
OUT_00197,70.29704727525234,7521.784058452,107,315.9189330499999,315.9189330499999,OUT_00197,7.174653,79.918995,5
OUT_00198,70.42315962831579,6690.20016469,95,309.35472949,309.35472949,OUT_00198,6.715592,79.878679,5
OUT_00199,60.39585794336449,6462.35679994,107,275.05453269999987,275.05453269999987,OUT_00199,7.177618,79.846402,5
OUT_00200,63.39822419375,6593.41531615,104,295.3588279449999,295.3588279449999,OUT_00200,6.737569,80.018457,5
OUT_00201,62.50422939771428,4375.29605784,70,265.17377672,265.17377672,OUT_00201,6.929841,79.82278,5
OUT_00202,62.08927216518868,6581.46284951,106,271.949908875,271.949908875,OUT_00202,6.836073,79.977069,5
OUT_00203,64.46893183838182,7091.582502222,110,300.69156607,300.69156607,OUT_00203,6.768409,80.085071,5
OUT_00204,64.73894603324786,7574.45668589,117,299.92252286,299.92252286,OUT_00204,7.179085,80.027518,5
OUT_00205,58.199736421401866,6227.37179709,107,254.6440973799995,254.6440973799995,OUT_00205,7.046138,80.054759,5
OUT_00206,59.24474852255056,5272.782618507,89,316.07247502,316.07247502,OUT_00206,7.046588,79.815479,5
OUT_00207,69.61031429814851,7030.641744113,101,294.0431141,294.0431141,OUT_00207,7.199677,79.966742,5
OUT_00208,54.57636090435238,5730.517894957,105,245.66601403999988,245.66601403999988,OUT_00208,7.04871,79.889205,5
OUT_00209,63.02954795003571,5294.482027803,84,300.16085585999986,300.16085585999986,OUT_00209,7.131021,80.053365,5
OUT_00210,72.60196204235345,8421.827596913,116,322.6388848,322.6388848,OUT_00210,7.025084,79.909409,5
OUT_00211,59.79276110682692,6218.44715511,104,286.28721116499975,286.28721116499975,OUT_00211,7.062383,79.819607,5
OUT_00212,58.70933079213935,7162.538356641,122,274.1200391049999,274.1200391049999,OUT_00212,7.030828,80.021357,5
OUT_00213,60.174644795397846,5596.241965972,93,271.0171578399997,271.0171578399997,OUT_00213,6.81648,79.80732,5
OUT_00214,65.38298166657692,6799.830093324,104,309.14558232499985,309.14558232499985,OUT_00214,6.792736,79.915189,5
OUT_00215,71.24652341828947,8122.103669685,114,324.1283883,324.1283883,OUT_00215,7.083594,79.920579,5
OUT_00216,71.8943176299115,8124.05789218,113,314.15981634,314.15981634,OUT_00216,7.192042,80.030482,5
OUT_00217,71.9409451262037,7769.62207363,108,322.67682708499984,322.67682708499984,OUT_00217,6.819389,79.833142,5
OUT_00218,67.01189034071172,7438.319827819,111,292.2700878,292.2700878,OUT_00218,6.816804,79.812628,5
OUT_00219,67.24153515220183,7329.32733159,109,313.07669628,313.07669628,OUT_00219,6.754734,79.917489,5
OUT_00220,78.06848787787234,7338.43786052,94,317.263186145,317.263186145,OUT_00220,6.744706,79.925274,5
OUT_00221,62.99220136929203,7118.11875473,113,270.41134637999994,270.41134637999994,OUT_00221,7.006706,79.85011,5
OUT_00222,64.89154985692623,7916.769082545,122,310.07982159999995,310.07982159999995,OUT_00222,7.003868,79.953807,5
OUT_00223,64.3047263165,6430.47263165,100,302.05189712,302.05189712,OUT_00223,6.793219,80.033875,5
OUT_00224,57.32029012950617,4642.94350049,81,251.9792598,251.9792598,OUT_00224,6.808162,79.955478,5
OUT_00225,66.60001435111703,6260.401349005,94,316.6090324699998,316.6090324699998,OUT_00225,6.957624,79.947356,5
OUT_00226,64.32809455129629,6947.43421154,108,267.1594175399999,267.1594175399999,OUT_00226,7.011469,80.024361,5
OUT_00227,64.46179201863637,7090.79712205,110,286.8023853199999,286.8023853199999,OUT_00227,6.745743,80.063238,5
OUT_00228,67.48625159265217,6208.735146524,92,299.95387054,299.95387054,OUT_00228,7.177826,80.058638,5
OUT_00229,67.24230131935833,8069.076158323,120,307.55098019,307.55098019,OUT_00229,6.743493,79.922536,5
OUT_00230,68.07485396639423,7079.784812505,104,295.00338127,295.00338127,OUT_00230,6.966301,80.088637,5
OUT_00231,76.50937853405085,9028.106667018,118,311.66185306999995,311.66185306999995,OUT_00231,6.730759,80.064872,5
OUT_00232,69.72516062776522,8018.393472193,115,288.46810080999995,288.46810080999995,OUT_00232,6.873905,80.003405,5
OUT_00233,71.57902371480769,7444.21846634,104,295.171435295,295.171435295,OUT_00233,6.96063,80.060448,5
OUT_00234,68.1524346135514,7292.31050365,107,305.79600558999994,305.79600558999994,OUT_00234,7.118507,80.009241,5
OUT_00235,62.43391524682728,6867.730677151,110,297.5665988149999,297.5665988149999,OUT_00235,6.779303,80.064261,5
OUT_00236,67.122467150536,8390.308393817,125,300.09203962,300.09203962,OUT_00236,6.764435,79.900536,5
OUT_00237,71.13177094401868,7611.09949101,107,294.6861639999997,294.6861639999997,OUT_00237,6.978091,80.026991,5
OUT_00238,70.46364918707143,6905.437620333,98,298.9841952849999,298.9841952849999,OUT_00238,7.190593,79.989544,5
OUT_00239,52.3151522587736,5545.406139430001,106,156.61534215,156.61534215,OUT_00239,7.089923,79.832094,5
OUT_00240,68.5001460335,8357.017816087,122,300.9294043449999,300.9294043449999,OUT_00240,6.870936,79.989787,5
OUT_00241,77.91893637293902,6389.352782581,82,304.70465947,304.70465947,OUT_00241,6.786877,80.031256,5
OUT_00242,54.546945714274514,5563.7884628560005,102,210.58544050499992,210.58544050499992,OUT_00242,6.991085,79.903765,5
OUT_00243,56.28555546439048,5909.983323761,105,238.90115218,238.90115218,OUT_00243,7.186744,80.090663,5
OUT_00244,61.27553455148077,6372.655593354,104,262.46342855499995,262.46342855499995,OUT_00244,6.732813,80.046454,5
