,gitOutlet_ID,volume_mean,volume_max,volume_sum,transactions
73,OUT_00074,69.32026111776415,459.6965336,7347.947678483,106
74,OUT_00075,56.15643327520168,373.0743738,6682.615559749,119
75,OUT_00076,68.15943791614815,492.7547824,7361.2192949440005,108
76,OUT_00077,70.62892703739604,452.410949,7133.521630777,101
77,OUT_00078,84.62242552057852,484.2264292,10239.31348799,121
78,OUT_00079,61.855885191696075,454.0893445,6309.300289553,102
79,OUT_00080,63.64679368779699,474.0504436,8465.023560477,133
80,OUT_00081,67.12075117319588,470.5659451,6510.7128638,97
81,OUT_00082,71.15792642417172,369.2712638,7044.634715993,99
82,OUT_00083,66.144723696,420.1918991,5820.735685248,88
83,OUT_00084,57.149827528657895,363.1447067,6515.080338267,114
84,OUT_00085,65.89529255821,443.2501975,6589.529255821,100
85,OUT_00086,59.47997106636667,340.6987061,7137.596527964,120
86,OUT_00087,72.09521952531034,524.4537432,8363.045464936,116
87,OUT_00088,73.28564055184297,336.9706912,8867.562506773,121
88,OUT_00089,67.26007481092157,527.6825277,6860.527630714,102
89,OUT_00090,54.537870680160715,391.5476584,6108.241516178,112
90,OUT_00091,67.13811040867272,451.1704355,7385.192144954,110
91,OUT_00092,64.75977325723078,448.6133122,6735.016418752,104
92,OUT_00093,71.79372919904839,479.7534988,8902.422420682,124
93,OUT_00094,58.32163983364341,435.0584958,7523.49153854,129
94,OUT_00095,72.34651479737255,470.5319493,7379.344509332,102
95,OUT_00096,71.88549701196581,465.9894905,8410.6031504,117
96,OUT_00097,74.58659959908402,455.5859203,8875.805352291,119
97,OUT_00098,63.94705399462185,474.5508254,7609.69942536,119
98,OUT_00099,66.28365722474757,444.9289792,6827.2166941489995,103
99,OUT_00100,66.87277375924731,451.304309,6219.16795961,93
100,OUT_00101,72.19550982062499,413.3184862,8663.461178475,120
101,OUT_00102,66.8256330820339,471.1139453,7885.42470368,118
102,OUT_00103,61.23942048709375,436.304289,7838.645822348,128
103,OUT_00104,59.24433455898148,432.8761043,6398.38813237,108
104,OUT_00105,70.2496548865,477.8396753,9272.954445018,132
105,OUT_00106,71.34409093726363,464.9814643,7847.850003099,110
106,OUT_00107,77.753946136625,466.3937347,9330.473536395,120
107,OUT_00108,67.45225277517856,446.4648717,7554.65231082,112
108,OUT_00109,68.64999447720409,433.985559,6727.699458766,98
109,OUT_00110,58.99491497698058,355.877529,6076.476242629,103
110,OUT_00111,72.27887211824527,397.5494877,7661.5604445339995,106
111,OUT_00112,74.0377361605641,477.1666732,8662.415130786,117
112,OUT_00113,77.00319012805085,536.4173936,9086.37643511,118
113,OUT_00114,63.36697476527083,427.2627065,6083.229577466,96
114,OUT_00115,63.00129940686,322.6502788,6300.129940686,100
115,OUT_00116,69.79263100108182,514.7536793,7677.189410119,110
116,OUT_00117,73.83860000438793,506.1205408,8565.277600509,116
117,OUT_00118,75.20335950885999,462.6312695,7520.335950885999,100
118,OUT_00119,63.645224774271846,349.0435893,6555.45815175,103
119,OUT_00120,64.00629383427523,440.9413055,6976.686027936,109
120,OUT_00121,79.00582844336842,476.6648343,7505.55370212,95
121,OUT_00122,64.56213105386087,469.8906569,7424.645071194,115
122,OUT_00123,59.00821492728704,469.8019206,6372.887212147,108
123,OUT_00124,67.04802567222222,335.4306159,6034.3223105,90
124,OUT_00125,60.03738395572727,469.2495395,6604.11223513,110
125,OUT_00126,77.1897765386598,359.3665878,7487.40832425,97
126,OUT_00127,71.94199285057142,456.1824643,7553.90924931,105
127,OUT_00128,66.5853578995,456.1123908,7990.24294794,120
128,OUT_00129,62.32406372388182,329.1799078,6855.647009627,110
129,OUT_00130,71.4463162514804,453.6382135,7287.524257651,102
130,OUT_00131,72.26938974266666,502.1343679,9756.36761526,135
131,OUT_00132,57.440158600330584,340.9182997,6950.25919064,121
132,OUT_00133,60.47989194200909,331.8247733,6652.788113621,110
133,OUT_00134,63.48951564628572,468.8915843,6221.972533336,98
134,OUT_00135,76.00039866021052,449.0146101,7220.0378727199995,95
135,OUT_00136,58.25224053142857,503.4804046,6932.01662324,119
136,OUT_00137,72.76359738730434,463.7376258,8367.81369954,115
137,OUT_00138,70.11652834052083,406.474421,6731.18672069,96
138,OUT_00139,70.51350265791304,452.1082452,8109.05280566,115
139,OUT_00140,66.94736078918181,374.2052606,5891.367749448,88
140,OUT_00141,69.41479239052212,507.9930913,7843.871540129,113
141,OUT_00142,58.68875216640708,381.6779332,6631.828994804,113
142,OUT_00143,65.68237300670454,505.9159263,5780.04882459,88
143,OUT_00144,79.15497142312728,522.2241386,8707.046856544,110
144,OUT_00145,62.8010200265625,443.1296891,6028.89792255,96
145,OUT_00146,67.95439166050848,477.7391235,8018.61821594,118
146,OUT_00147,63.95269908613636,404.9576531,7034.796899475,110
147,OUT_00148,59.78185766628866,396.2302032,5798.84019363,97
148,OUT_00149,44.82019802678334,288.9096869,5378.423763214,120
149,OUT_00150,59.362276091627905,468.5307684,7657.73361582,129
150,OUT_00151,72.92122997103306,429.5270286,8823.468826495,121
151,OUT_00152,80.50355760826787,480.5049061,9016.398452126,112
152,OUT_00153,62.76532267011628,449.8633675,5397.8177496299995,86
153,OUT_00154,63.48966306053333,406.9506776,5714.0696754479995,90
154,OUT_00155,62.479102989359646,327.5978983,7122.617740787,114
155,OUT_00156,62.49463373736135,477.9500565,7436.861414746,119
156,OUT_00157,64.6389809716129,473.290453,6011.42523036,93
157,OUT_00158,56.675296617410716,403.8725861,6347.63322115,112
158,OUT_00159,62.63067382346602,442.3630116,6450.959403817,103
159,OUT_00160,53.42127168645133,392.1072287,6036.603700569,113
160,OUT_00161,72.22529683423863,373.5555921,6355.826121413,88
161,OUT_00162,57.999814636372555,457.597087,5915.98109291,102
162,OUT_00163,73.43216249257426,420.5920234,7416.64841175,101
163,OUT_00164,67.62806002568628,428.8610034,6898.06212262,102
164,OUT_00165,62.62860281741964,439.11952,7014.403515551,112
165,OUT_00166,66.98670961318182,419.8886214,7368.5380574499995,110
166,OUT_00167,73.63237165362712,490.8184151,8688.619855128,118
167,OUT_00168,66.96749741452,456.1225366,8370.937176815,125
168,OUT_00169,64.36265266992727,440.2879367,7079.891793692,110
169,OUT_00170,64.77425953822882,404.1186596,7643.362625511,118
170,OUT_00171,56.99965469484946,338.8949403,5300.967886621,93
171,OUT_00172,60.88064358382178,411.5545615,6148.945001966,101
172,OUT_00173,66.54193454952001,440.369871,6654.193454952,100
173,OUT_00174,62.58201544051111,441.0796535,5632.381389646,90
174,OUT_00175,59.59133401485124,476.8262655,7210.551415797,121
175,OUT_00176,58.14908777181819,434.541853,6396.3996549,110
176,OUT_00177,79.03807338969388,412.5022896,7745.73119219,98
177,OUT_00178,58.0825515019685,465.8833336,7376.48404075,127
178,OUT_00179,67.30598579175823,348.9101039,6124.84470705,91
179,OUT_00180,59.792729649528304,475.510617,6338.02934285,106
180,OUT_00181,70.27913503313725,443.4825157,7168.47177338,102
181,OUT_00182,63.560359892140355,440.3998331,7245.881027704,114
182,OUT_00183,59.41552701645946,474.4948008,6595.123498827,111
183,OUT_00184,61.23139774326733,441.9574538,6184.37117207,101
184,OUT_00185,76.88310597059048,479.3109731,8072.726126912,105
185,OUT_00186,66.93980176627083,345.4926176,6426.220969562,96
186,OUT_00187,65.52449874618095,491.1482535,6880.072368349,105
187,OUT_00188,70.68690671222548,442.9014941,7210.0644846469995,102
188,OUT_00189,72.0042090509,487.8382625,6480.378814581,90
189,OUT_00190,72.3866010125283,457.5449544,7672.979707328,106
190,OUT_00191,71.26976304963954,457.5440118,6129.199622269,86
191,OUT_00192,72.85315202688659,441.18325,7066.755746608,97
192,OUT_00193,68.60539121216,423.764256,8575.67390152,125
193,OUT_00194,62.936770210821784,435.0368255,6356.613791293,101
194,OUT_00195,57.13514954884158,353.1272101,5770.650104433,101
195,OUT_00196,57.01193236942574,340.2232084,5758.205169312,101
196,OUT_00197,70.29704727525234,444.5554565,7521.784058452,107
197,OUT_00198,70.42315962831579,462.8160098,6690.20016469,95
198,OUT_00199,60.39585794336449,453.2333065,6462.35679994,107
199,OUT_00200,63.398224193749996,416.4161257,6593.41531615,104
200,OUT_00201,62.50422939771428,325.8644976,4375.29605784,70
201,OUT_00202,62.089272165188675,349.2696376,6581.46284951,106
202,OUT_00203,64.46893183838182,433.3628147,7091.582502222,110
203,OUT_00204,64.73894603324786,495.8769789,7574.45668589,117
204,OUT_00205,58.199736421401866,300.7677477,6227.37179709,107
205,OUT_00206,59.24474852255056,421.3857063,5272.782618507,89
206,OUT_00207,69.61031429814851,455.0420095,7030.641744113,101
207,OUT_00208,54.57636090435238,407.1319276,5730.517894957,105
208,OUT_00209,63.02954795003571,484.8376194,5294.482027803,84
209,OUT_00210,72.60196204235345,449.039507,8421.827596913,116
210,OUT_00211,59.792761106826916,451.4476009,6218.44715511,104
211,OUT_00212,58.70933079213935,438.6306099,7162.538356641,122
212,OUT_00213,60.174644795397846,475.7862308,5596.241965972,93
213,OUT_00214,65.38298166657692,435.6629494,6799.830093324,104
214,OUT_00215,71.24652341828947,522.6742124,8122.103669685,114
215,OUT_00216,71.8943176299115,486.8197681,8124.05789218,113
216,OUT_00217,71.9409451262037,470.6103525,7769.62207363,108
217,OUT_00218,67.01189034071172,509.8768396,7438.319827819,111
218,OUT_00219,67.24153515220183,459.6715977,7329.32733159,109
219,OUT_00220,78.06848787787234,479.3132788,7338.43786052,94
220,OUT_00221,62.99220136929203,463.6248442,7118.11875473,113
221,OUT_00222,64.89154985692623,370.4054569,7916.769082545,122
222,OUT_00223,64.3047263165,390.6334745,6430.47263165,100
223,OUT_00224,57.32029012950617,307.001476,4642.94350049,81
224,OUT_00225,66.60001435111703,385.6029316,6260.401349005,94
225,OUT_00226,64.32809455129629,343.5640961,6947.4342115399995,108
226,OUT_00227,64.46179201863637,457.0767475,7090.79712205,110
227,OUT_00228,67.48625159265217,458.1958792,6208.735146524,92
228,OUT_00229,67.24230131935833,484.4737426,8069.076158323,120
229,OUT_00230,68.07485396639423,406.1034668,7079.7848125049995,104
230,OUT_00231,76.50937853405085,443.774141,9028.106667018,118
231,OUT_00232,69.72516062776522,520.7099005,8018.393472193,115
232,OUT_00233,71.57902371480769,467.2097033,7444.21846634,104
233,OUT_00234,68.1524346135514,477.1986411,7292.31050365,107
234,OUT_00235,62.433915246827276,428.1351216,6867.730677151,110
235,OUT_00236,67.122467150536,433.5774571,8390.308393817,125
236,OUT_00237,71.13177094401868,481.0249404,7611.09949101,107
237,OUT_00238,70.46364918707143,464.1707916,6905.437620333,98
238,OUT_00239,52.315152258773594,534.1407668,5545.406139430001,106
239,OUT_00240,68.5001460335,440.9937635,8357.017816087,122
240,OUT_00241,77.91893637293902,459.7063529,6389.352782581,82
241,OUT_00242,54.546945714274514,441.4622187,5563.7884628560005,102
242,OUT_00243,56.28555546439048,462.3913838,5909.983323761,105
243,OUT_00244,61.275534551480774,417.9620225,6372.655593354,104
244,OUT_00245,71.6836665804386,520.1038558,8171.9379901699995,114
245,OUT_00246,63.07065389689,452.4316135,6307.065389689,100
246,OUT_00247,66.39006426344828,454.630558,7701.24745456,116
247,OUT_00248,66.9721504837438,436.6962312,8103.630208533,121
248,OUT_00249,56.44373869617213,542.063293,6886.136120933,122
249,OUT_00250,61.202236877454546,463.4453037,6732.24605652,110
250,OUT_00251,58.35556622571552,489.2968246,6769.245682183,116
251,OUT_00252,61.77602976321568,409.986387,6301.155035848,102
252,OUT_00253,69.29480372571429,509.7761396,7275.9543912,105
253,OUT_00254,65.33399885329268,437.24356,5357.38790597,82
254,OUT_00255,63.341554393301585,463.5281941,7981.035853556,126
255,OUT_00256,57.272964880888885,337.1588377,5154.56683928,90
256,OUT_00257,65.79906785951219,518.9101249,8093.28534672,123
257,OUT_00258,70.8681687137069,455.3943708,8220.70757079,116
258,OUT_00259,67.79476742010101,409.7285245,6711.68197459,99
259,OUT_00260,63.634642353800004,328.2302536,7636.157082456,120
260,OUT_00261,54.629643270289996,335.9058313,5462.964327029,100
261,OUT_00262,75.51593221823529,464.5606677,7702.62508626,102
262,OUT_00263,55.214822636032785,433.9668056,6736.208361596,122
263,OUT_00264,83.74991073621621,537.8171091,9296.24009172,111
264,OUT_00265,57.06623232448818,447.5709819,7247.41150521,127
265,OUT_00266,69.51705896879629,502.5959438,7507.84236863,108
266,OUT_00267,70.84255654369828,502.804039,8217.736559069,116
267,OUT_00268,65.06026719774286,460.3286621,6831.328055763,105
268,OUT_00269,53.393460091410255,336.6598375,6247.034830695,117
269,OUT_00270,62.04080788672269,550.4350957,7382.85613852,119
270,OUT_00271,75.58871030180612,446.0798045,7407.693609577,98
271,OUT_00272,64.95734237387755,476.5206431,6365.81955264,98
272,OUT_00273,61.19187240745794,453.0586501,6547.530347598,107
273,OUT_00274,64.4193293886,449.2072199,6441.93293886,100
274,OUT_00275,67.13331788238095,442.6409584,5639.19870212,84
275,OUT_00276,57.60765169261682,477.0794568,6164.01873111,107
276,OUT_00277,62.74629728120001,428.5820546,6274.62972812,100
277,OUT_00278,51.631550440148146,342.488906,5576.207447536,108
278,OUT_00279,64.30852152415254,451.9919929,7588.4055398499995,118
279,OUT_00280,63.98361144446808,373.9781336,6014.45947578,94
280,OUT_00281,67.28104686071845,365.3609573,6929.947826654,103
281,OUT_00282,57.41998836049505,321.4270861,5799.41882441,101
282,OUT_00283,69.80885970928846,410.7113327,7260.1214097659995,104
283,OUT_00284,63.0545382479292,447.9157601,7125.162822016,113
284,OUT_00285,64.48629303097938,350.5041554,6255.170424005,97
285,OUT_00286,62.20715157538462,449.1513774,7278.23673432,117
286,OUT_00287,77.2824124196574,405.0843905,8346.500541323,108
287,OUT_00288,70.35482645358825,436.9871558,8372.224347977,119
288,OUT_00289,69.01431341786112,431.0925484,7453.545849129,108
289,OUT_00290,66.97509421580209,401.1440131,6429.609044717,96
290,OUT_00291,62.65288739379808,369.8308585,6515.900288955,104
291,OUT_00292,69.94561020328571,367.670375,7344.289071345,105
292,OUT_00293,61.12331468626,318.3838781,6112.331468626,100
293,OUT_00294,66.51900836838384,475.0463864,6585.38182847,99
294,OUT_00295,53.99209533644068,335.7968545,6371.0672497,118
295,OUT_00296,59.56647448489773,339.6069711,5241.8497546710005,88
296,OUT_00297,65.14291601216216,482.9014882,7230.86367735,111
297,OUT_00298,65.64196660450506,469.6577084,6498.554693846,99
298,OUT_00299,69.84944070692222,438.6621102,6286.449663623,90
299,OUT_00300,61.31061004329358,492.4204814,6682.856494719,109
300,OUT_00301,72.31180017326214,473.0645294,7448.115417846,103
301,OUT_00302,76.29316202052631,525.3387508,7247.85039195,95
302,OUT_00303,74.1457443283299,475.7559677,7192.137199848,97
303,OUT_00304,66.8353113590099,458.7203705,6750.36644726,101
304,OUT_00305,68.37721000366355,373.9686044,7316.361470392,107
305,OUT_00306,63.35805285228572,457.1928431,6652.59554949,105
306,OUT_00307,71.73506580757798,507.7501942,7819.122173026,109
307,OUT_00308,74.74181613518478,501.3250565,6876.247084437,92
308,OUT_00309,81.52989358252543,473.8163167,9620.527442738,118
309,OUT_00310,65.31549117494623,347.7106335,6074.34067927,93
310,OUT_00311,79.82823346938096,510.3402793,10058.357417142,126
311,OUT_00312,67.88848900732786,535.5650393,8282.395658894,122
312,OUT_00313,67.21261913611627,476.6619125,8670.427868559,129
313,OUT_00314,68.90319679712265,448.9135243,7303.738860495,106
314,OUT_00315,69.20931780899132,420.8946462,7959.071548034,115
315,OUT_00316,60.08638717761468,415.859186,6549.41620236,109
316,OUT_00317,74.34848493594339,515.1703689,7880.93940321,106
317,OUT_00318,64.22845389154023,454.7367507,5587.875488564,87
318,OUT_00319,63.196682756355145,404.9862434,6762.04505493,107
319,OUT_00320,67.79411321810811,442.6400227,7525.14656721,111
320,OUT_00321,53.68086138815789,346.6242624,6119.61819825,114
321,OUT_00322,66.27936605436221,466.6829086,8417.479488904,127
322,OUT_00323,64.21440485199146,419.9679586,7513.085367683,117
323,OUT_00324,55.4567892721978,406.3199673,5046.56782377,91
324,OUT_00325,71.90409777101819,337.740916,7909.450754812,110
325,OUT_00326,66.63274942098039,459.3624143,6796.54044094,102
326,OUT_00327,53.02830977884956,300.9236659,5992.19900501,113
327,OUT_00328,58.14631866398059,421.3506252,5989.07082239,103
328,OUT_00329,55.879016685234696,481.082776,5476.143635153,98
329,OUT_00330,67.79544495675,510.4751338,8677.816954464,128
330,OUT_00331,55.803627507804876,312.9675906,4575.89745564,82
331,OUT_00332,55.160178562641306,326.6179374,5074.736427763,92
332,OUT_00333,58.478852007604935,415.9859437,4736.787012616,81
333,OUT_00334,60.99584118428689,456.3231335,7441.492624483,122
334,OUT_00335,63.763585971655175,442.8938738,7396.575972712,116
335,OUT_00336,54.2612993975045,327.3563753,6023.004233123,111
336,OUT_00337,71.58511690816326,349.0043717,7015.3414569999995,98
337,OUT_00338,69.54886397277143,495.36472,7302.630717141,105
338,OUT_00339,62.93519375793389,457.8964877,7615.15844471,121
339,OUT_00340,61.4039698060991,514.5958679,6815.840648477,111
340,OUT_00341,54.42394977900763,325.433297,7129.5374210499995,131
341,OUT_00342,69.1878648822807,514.8392381,7887.41659658,114
342,OUT_00343,69.57215221457628,486.125693,8209.51396132,118
343,OUT_00344,56.58173780365049,439.1637894,5827.918993776,103
344,OUT_00345,76.16690928971134,460.7817909,7388.190201102,97
345,OUT_00346,76.75801721377165,507.7159242,9748.268186149,127
346,OUT_00347,61.01909755419643,451.9732045,6834.13892607,112
347,OUT_00348,67.29531545267272,441.1362722,7402.484699794,110
348,OUT_00349,65.80986665593221,496.0633604,7765.5642654,118
349,OUT_00350,50.11736474112149,319.6305801,5362.5580273,107
350,OUT_00351,67.56011105542373,425.0564257,7972.09310454,118
351,OUT_00352,64.32516664766666,393.5420784,7140.093497891,111
352,OUT_00353,75.9914389244,426.6291101,7599.14389244,100
353,OUT_00354,64.66076968175439,474.8526473,7371.3277437199995,114
354,OUT_00355,64.34590913138281,402.998832,8236.276368817,128
355,OUT_00356,82.11644151347916,449.9172008,7883.178385294,96
356,OUT_00357,71.80307584541346,437.596023,7467.519887923,104
357,OUT_00358,64.3792289534239,363.0747403,5922.889063715,92
358,OUT_00359,65.07273561838144,492.2608055,6312.055354983,97
359,OUT_00360,68.52017548396842,392.6403597,6509.416670977,95
360,OUT_00361,65.09411075371213,417.9860357,8592.42261949,132
361,OUT_00362,77.6480157513387,496.1770624,9628.353953165999,124
362,OUT_00363,65.42215495127618,432.8905696,6869.326269884,105
363,OUT_00364,63.22605629657851,415.7925724,7650.352811886,121
364,OUT_00365,67.54026490422413,378.4231951,7834.67072889,116
365,OUT_00366,65.7242921548421,364.8023677,6243.80775471,95
366,OUT_00367,64.66224714240602,545.8961639,8600.07886994,133
367,OUT_00368,72.26913308903922,439.2212331,7371.451575082,102
368,OUT_00369,72.0475973334732,465.9642586,8069.330901349,112
369,OUT_00370,65.74713354251328,466.0513986,7429.426090304,113
370,OUT_00371,69.96589238990178,475.0278629,7836.179947669,112
371,OUT_00372,65.2673275697459,473.001977,7962.613963509,122
372,OUT_00373,65.83883203714655,519.142283,7637.304516309,116
373,OUT_00374,68.24852840765432,371.8186064,5528.13080102,81
374,OUT_00375,58.93627073054839,449.3349055,5481.073177941,93
375,OUT_00376,74.22111549701032,482.6373678,7199.44820321,97
376,OUT_00377,85.91687016666667,433.6281872,8505.770146500001,99
377,OUT_00378,67.9111794639375,488.1344023,7606.052099961,112
378,OUT_00379,61.499865916170215,443.5058871,5780.98739612,94
379,OUT_00380,60.701392177622225,417.5611366,5463.125295986,90
380,OUT_00381,64.18760620385385,488.8296126,8344.388806501,130
381,OUT_00382,62.421354843416665,447.5695095,7490.56258121,120
382,OUT_00383,60.83460894117647,509.468963,6205.130112,102
383,OUT_00384,71.90435736068103,532.1415927,8340.905453839,116
384,OUT_00385,65.97523014011651,486.6191155,6795.448704432,103
385,OUT_00386,63.50889599429825,495.082367,7240.01414335,114
386,OUT_00387,69.2512508062931,426.6338182,8033.14509353,116
387,OUT_00388,65.05435882245968,456.0044292,8066.740493985,124
388,OUT_00389,61.91276462660204,506.3145507,6067.450933407,98
389,OUT_00390,65.68457985473215,481.6805414,7356.67294373,112
390,OUT_00391,58.5442842518116,297.0641728,4039.555613375,69
391,OUT_00392,53.608143440262296,481.0452746,6540.193499712,122
392,OUT_00393,66.94998858359223,364.3687013,6895.84882411,103
393,OUT_00394,82.81193720741666,520.4191431,9937.43246489,120
394,OUT_00395,60.77665956583333,430.7282029,7657.859105295,126
395,OUT_00396,66.47312510325,445.3462965,6913.205010738,104
396,OUT_00397,66.20583626286238,517.7737761,7216.436152652,109
397,OUT_00398,67.99222995679246,435.4093199,7207.17637542,106
398,OUT_00399,62.06798219041836,463.1352715,6082.662254661,98
399,OUT_00400,68.13601990986538,453.3337064,7086.1460706259995,104
400,OUT_00401,13.6432893793,92.5808698,272.865787586,20
401,OUT_00402,62.53111819830097,346.1729198,6440.705174425,103
402,OUT_00403,29.006892070318184,145.3199972,1914.454876641,66
403,OUT_00404,12.640967595238097,79.04629762,265.4603195,21
404,OUT_00405,29.588619174014088,206.2812131,2100.7919613550002,71
405,OUT_00406,12.954600351833333,57.47477092,155.455204222,12
406,OUT_00407,13.813908689718751,106.3211849,442.04507807100003,32
407,OUT_00408,14.932258298913043,85.39286056,343.441940875,23
408,OUT_00409,27.786127041101263,191.8989445,2195.104036247,79
409,OUT_00410,28.49600119789286,184.8576807,1595.776067082,56
410,OUT_00411,11.424559086709678,61.87436012,354.161331688,31
411,OUT_00412,11.049236965263157,68.89915385,209.93550234,19
412,OUT_00413,70.32184107307826,469.187945,8087.011723404,115
413,OUT_00414,13.178464491280002,59.34585948,329.46161228200003,25
414,OUT_00415,10.589189161612904,94.72421287,328.26486401,31
415,OUT_00416,32.92357359483871,180.7685627,2041.26156288,62
416,OUT_00417,57.150882598082475,450.2200968,5543.635612014,97
417,OUT_00418,24.45215003755357,137.5356704,1369.3204021029999,56
418,OUT_00419,14.08835078147059,54.63465527,239.50196328500002,17
419,OUT_00420,10.196696018499999,50.29744661,163.14713629599999,16
420,OUT_00421,27.099517923220002,125.6549157,1354.975896161,50
421,OUT_00422,23.448808662967743,189.0736993,726.913068552,31
422,OUT_00423,68.16906354407692,402.1554156,7975.780434657,117
423,OUT_00424,68.25592309055556,402.5375416,7371.63969378,108
424,OUT_00425,11.959287217045453,86.34584305,263.10431877499997,22
425,OUT_00426,21.431066653865383,165.3619764,1114.415466001,52
426,OUT_00427,27.03503464898276,151.7739419,1568.032009641,58
427,OUT_00428,113.67649960825503,971.7159393,16937.79844163,149
428,OUT_00429,28.288579386411765,165.3531026,1442.717548707,51
429,OUT_00430,13.3975604444375,79.11458776,214.360967111,16
430,OUT_00431,9.833288547736842,43.30450817,186.832482407,19
431,OUT_00432,132.91141209819278,960.5571561,22063.2944083,166
432,OUT_00433,36.46367629285246,186.166933,2224.284253864,61
433,OUT_00434,112.40602230232875,910.550727,16411.27925614,146
434,OUT_00435,22.82456717030986,190.4302282,1620.544269092,71
435,OUT_00436,13.346412174612903,59.44332911,413.738777413,31
